,,,,,," 47,648,547 ",," 4,650,651 "," 13,271,937 "," 36,736,746 "," 28,129,290 "," 5,777,613 "," 19,078,606 "," 14,630,240 "," 14,407,859 "," 16,707,719 "," 14,235,515 "," 37,181,152 "," 3,975,351 "," 10,154,358 "," 27,817,072 "," 20,287,608 "," 8,003,960 "," 21,580,925 "," 882,066 ", -   , -   ," 15,047,395 "," 25,664,832 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,,,,,,Populaton,, Previous Year's Clusters' PiN ,,,,,,,,,,, Current Clusters' PiN ,,,,,,,,,,,Absolute PiN Differences,,,,,,,,,,,% PiN Differences,,,,,,,,,,,,,,,,,,,,,,,,,
 Admin 1 , Admin 1 P-Code , Admin 2 , Admin 2 P-Code , Admin 3 , Admin 3 P-Code , Population , Population Group , Site Management - Old , Education Old , Food Security and Livlihoods Old , Health Old , Nutrition Old , Protection Old , CP Old  , GBV Old , Mine Action Old , Shelter NFI Old , WASH Old , Site Management - New , Education New , Food Security and Livlihoods New , Health New , Nutrition New , Protection New , CP New , GBV New , Mine Action New , Shelter NFI New , WASH New , PiN Difference for Site Management  , PiN Difference for Education , Food Security and Livlihoods , PiN Difference for Health  , PiN Difference for Nutrition , PiN Difference for Protection , PiN Difference CP , PiN Difference GBV  , PiN Difference for Mine Action  , PiN Difference for Shelter NFI ,PiN Difference for WASH,Site Management ,Education,Food Security and Livlihoods2,Health ,Nutrition,Protection,CP,GBV,Mine Action ,Shelter NFI ,WASH2,,,,,,,,,,,,,,,
Khartoum,SD01,Khartoum,SD01007,,," 7,496 ", Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 7,793 ",,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Darfur,SD02,Dar As Salam,SD02113,,, 1 , Refugees ,," 6,375 "," 35,415 "," 11,687 "," 5,692 "," 7,968 "," 5,546 "," 3,366 "," 14,166 "," 4,979 "," 14,435 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Al Fasher,SD02114,,," 1,273 ", Refugees ,," 4,217 "," 11,973 "," 11,715 "," 3,346 "," 2,929 "," 2,853 ", 704 ," 2,343 ", 164 ," 6,714 ", -   , -   , -   , -   , -   , -   ," 1,409 ",,, -   , -   ,,,,,,," -1,444 ",,,,,,-100%,-100%,-100%,-100%,-100%,-50%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Al Koma,SD02116,,, -   , Refugees ,," 21,825 "," 61,965 "," 40,013 "," 16,660 "," 15,156 "," 14,768 "," 1,213 "," 12,125 ", -   ," 89,725 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Al Malha,SD02117,,, -   , Refugees ,," 12,102 "," 34,360 "," 13,447 "," 9,139 "," 8,404 "," 8,189 "," 2,018 ", -   , -   ," 33,500 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,As Serief,SD02118,,, -   , Refugees ,," 26,151 "," 68,537 "," 29,057 "," 28,530 "," 18,161 "," 22,751 "," 1,453 "," 14,528 "," 1,025 "," 16,986 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,At Tawisha,SD02119,,, 1 , Refugees ,," 29,043 "," 69,772 "," 32,270 "," 9,469 "," 20,169 "," 19,652 "," 4,841 "," 16,135 ", -   ," 86,791 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Um Baru,SD02120,,, -   , Refugees ,," 14,432 "," 40,974 "," 26,458 "," 9,522 "," 14,031 "," 12,555 "," 4,009 "," 8,018 "," 17,566 "," 34,302 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Kebkabiya,SD02124,,, -   , Refugees ,," 1,623 "," 4,607 "," 2,975 "," 1,240 "," 1,577 "," 1,098 ", 452 , 901 , 57 ," 3,202 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Kelemando,SD02126,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Darfur,SD02,Kutum,SD02128,,, -   , Refugees ,," 26,114 "," 74,142 "," 47,875 "," 20,969 "," 25,388 "," 22,719 "," 13,784 "," 14,508 "," 10,076 "," 58,915 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Melit,SD02129,,, -   , Refugees ,," 19,270 "," 54,712 "," 35,329 "," 14,552 "," 18,735 "," 16,765 "," 10,172 "," 10,706 "," 18,084 "," 79,223 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Saraf Omra,SD02133,,, -   , Refugees ,," 20,012 "," 56,817 "," 36,688 "," 16,617 "," 19,456 "," 13,541 "," 10,564 "," 11,118 "," 14,249 "," 48,357 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Um Kadadah,SD02136,,, -   , Refugees ,," 25,547 "," 61,375 "," 46,837 "," 18,866 "," 17,741 "," 17,287 "," 7,098 "," 14,193 "," 1,043 "," 71,332 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Kernoi,SD02168,,, -   , Refugees ,," 22,236 "," 58,276 "," 40,766 "," 20,978 "," 15,442 "," 15,046 "," 6,178 "," 12,353 ", 750 ," 91,414 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,Al Lait,SD02169,,," 18,347 ", Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 19,773 ",,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Darfur,SD02,Tawila,SD02170,,, -   , Refugees ,," 7,461 "," 17,924 "," 8,290 "," 5,559 "," 5,181 "," 5,048 "," 3,939 "," 4,145 "," 2,658 "," 30,672 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
North Darfur,SD02,At Tina,SD02171,,, -   , Refugees ,," 6,675 "," 15,173 "," 12,237 "," 2,043 "," 4,635 "," 4,516 "," 1,855 "," 3,708 "," 1,775 "," 17,646 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Al Radoum,SD03141,,," 8,766 ", Refugees ,," 26,182 "," 62,899 "," 48,000 "," 9,544 "," 25,454 "," 17,716 "," 7,274 ", -   ," 2,086 "," 77,811 ", -   , -   , -   , -   , -   , -   ," 9,885 ",,, -   , -   ,,,,,,," -7,831 ",,,,,,-100%,-100%,-100%,-100%,-100%,-40%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Ed Al Fursan,SD03143,,, -   , Refugees ,," 3,127 "," 9,561 "," 5,733 "," 1,978 "," 3,040 "," 2,116 "," 3,303 "," 1,737 "," 6,302 "," 7,236 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Kas,SD03144,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,Mershing,SD03145,,, -   , Refugees ,," 10,366 "," 24,904 "," 11,518 "," 2,238 "," 7,199 "," 7,015 "," 2,880 "," 5,759 ", 448 ," 42,617 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Um Dafoug,SD03146,,," 3,183 ", Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,215 ",,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,Sharg Aj Jabal,SD03147,,, -   , Refugees ,," 59,455 "," 168,802 "," 109,000 "," 35,179 "," 41,288 "," 40,231 "," 16,517 ", -   , -   ," 96,966 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Tulus,SD03149,,, -   , Refugees ,," 7,266 "," 22,217 "," 13,321 "," 3,297 "," 7,064 "," 4,917 "," 7,672 "," 4,037 "," 3,770 "," 13,456 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Al Wihda,SD03150,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,Nitega,SD03151,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,Gereida,SD03153,,, -   , Refugees ,," 1,121 "," 3,429 "," 3,115 ", 885 , 779 , 759 , 593 , -   , 396 ," 3,204 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Shattaya,SD03154,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,As Sunta,SD03156,,, -   , Refugees ,," 38,599 "," 92,729 "," 70,765 "," 18,265 "," 26,805 "," 26,119 "," 20,374 "," 21,444 "," 1,627 "," 88,034 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Kubum,SD03157,,, -   , Refugees ,," 35,117 "," 84,365 "," 64,381 "," 9,054 "," 34,142 "," 23,762 "," 18,535 "," 19,510 "," 46,809 "," 87,754 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Rehaid Albirdi,SD03158,,, -   , Refugees ,," 15,435 "," 37,081 "," 17,150 "," 6,271 "," 15,006 "," 10,445 "," 8,148 "," 8,575 "," 10,134 "," 45,980 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Kateila,SD03159,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,Buram,SD03161,,, 540 , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 547 ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,Beliel,SD03162,,," 4,341 ", Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 3,701 ",,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,Nyala Shimal,SD03164,,, -   , Refugees ,," 13,338 "," 43,693 "," 24,452 "," 6,067 "," 12,967 "," 9,025 "," 7,040 "," 7,410 "," 4,037 "," 30,415 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,As Salam - SD,SD03166,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Darfur,SD03,Nyala Janoub,SD03167,,," 4,139 ", Refugees ,," 29,309 "," 70,412 "," 53,733 "," 16,301 "," 20,354 "," 19,832 "," 15,470 ", -   ," 4,862 "," 115,227 ", -   , -   , -   , -   , -   , -   ," 3,439 ",,, -   , -   ,,,,,,," -16,393 ",,,,,,-100%,-100%,-100%,-100%,-100%,-80%,,,-100%,-100%,,,,,,,,,,,,,,,
South Darfur,SD03,Damso,SD03172,,," 1,596 ", Refugees ,," 10,607 "," 27,799 "," 19,446 "," 7,582 "," 10,312 "," 7,177 "," 5,599 "," 5,893 "," 4,059 "," 20,788 ", -   , -   , -   , -   , -   , -   ," 1,620 ",,, -   , -   ,,,,,,," -5,557 ",,,,,,-100%,-100%,-100%,-100%,-100%,-80%,,,-100%,-100%,,,,,,,,,,,,,,,
West Darfur,SD04,Beida,SD04111,,, -   , Refugees ,," 9,860 "," 27,996 "," 18,077 "," 5,924 "," 9,587 "," 6,672 "," 10,410 "," 5,478 "," 2,721 "," 27,785 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
West Darfur,SD04,Ag Geneina,SD04115,,, 241 , Refugees ,," 2,472 "," 7,018 "," 4,532 "," 1,676 "," 2,403 "," 1,672 "," 1,305 "," 1,373 "," 3,240 "," 7,283 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
West Darfur,SD04,Foro Baranga,SD04121,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Darfur,SD04,Habila - WD,SD04122,,, 53 , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Darfur,SD04,Jebel Moon,SD04123,,, -   , Refugees ,," 8,187 "," 23,244 "," 15,009 "," 5,115 "," 7,960 "," 5,540 "," 8,643 ", -   ," 4,450 "," 24,286 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
West Darfur,SD04,Kereneik,SD04125,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Darfur,SD04,Kulbus,SD04127,,, -   , Refugees ,, 202 , 618 , 371 , 121 , 197 , 137 , 108 , 112 , -   , 400 , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
West Darfur,SD04,Sirba,SD04134,,, -   , Refugees ,," 27,435 "," 65,910 "," 50,298 "," 13,847 "," 26,673 "," 18,565 "," 14,481 "," 15,242 "," 9,759 "," 46,114 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
East Darfur,SD05,Adila,SD05139,,," 2,763 ", Refugees ,," 16,529 "," 36,100 "," 30,304 "," 6,254 "," 11,479 "," 7,989 "," 8,725 ", -   , -   ," 49,658 ", -   , -   , -   , -   , -   , -   ," 2,721 ",,, -   , -   ,,,,,,," -5,268 ",,,,,,-100%,-100%,-100%,-100%,-100%,-70%,,,,-100%,,,,,,,,,,,,,,,
East Darfur,SD05,Abu Jabrah,SD05140,,," 4,607 ", Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 4,536 ",,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Darfur,SD05,Ad Du'ayn,SD05142,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Darfur,SD05,Shia'ria,SD05148,,, -   , Refugees ,," 19,073 "," 45,820 "," 21,192 "," 6,982 "," 18,543 "," 12,906 "," 20,134 ", -   ," 2,373 "," 76,638 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
East Darfur,SD05,Al Firdous,SD05152,,," 4,333 ", Refugees ,," 40,506 "," 79,618 "," 74,261 "," 19,018 "," 28,129 "," 19,577 "," 11,253 "," 22,503 "," 1,614 "," 95,735 ", -   , -   , -   , -   , -   , -   ," 4,266 ",,, -   , -   ,,,,,,," -15,311 ",,,,,,-100%,-100%,-100%,-100%,-100%,-80%,,,-100%,-100%,,,,,,,,,,,,,,,
East Darfur,SD05,Abu Karinka,SD05155,,," 1,788 ", Refugees ,," 39,173 "," 76,999 "," 43,526 "," 25,534 "," 27,204 "," 18,934 "," 10,883 "," 21,763 "," 2,431 "," 156,456 ", -   , -   , -   , -   , -   , -   ," 1,760 ",,, -   , -   ,,,,,,," -17,174 ",,,,,,-100%,-100%,-100%,-100%,-100%,-90%,,,-100%,-100%,,,,,,,,,,,,,,,
East Darfur,SD05,Bahr Al Arab,SD05160,,," 17,660 ", Refugees ,," 37,179 "," 81,199 "," 68,162 "," 15,141 "," 25,819 "," 25,158 "," 10,329 ", -   ," 3,225 "," 145,862 ", -   , -   , -   , -   , -   , -   ," 19,604 ",,, -   , -   ,,,,,,," -5,554 ",,,,,,-100%,-100%,-100%,-100%,-100%,-20%,,,-100%,-100%,,,,,,,,,,,,,,,
East Darfur,SD05,Assalaya,SD05163,,," 5,204 ", Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 6,781 ",,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Darfur,SD05,Yassin,SD05165,,, 928 , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 914 ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Darfur,SD06,Azum,SD06110,,," 3,389 ", Refugees ,," 2,364 "," 7,744 "," 4,334 "," 1,242 "," 2,298 "," 1,600 ", 658 ," 1,313 ", 117 ," 9,718 ", -   , -   , -   , -   , -   , -   ," 3,591 ",,, -   , -   ,,,,,,," 1,991 ",,,,,,-100%,-100%,-100%,-100%,-100%,120%,,,-100%,-100%,,,,,,,,,,,,,,,
Central Darfur,SD06,Bendasi,SD06112,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Darfur,SD06,Mukjar,SD06130,,, 6 , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Darfur,SD06,Gharb Jabal Marrah,SD06131,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Darfur,SD06,Shamal Jabal Marrah,SD06132,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Darfur,SD06,Um Dukhun,SD06135,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Darfur,SD06,Wadi Salih,SD06137,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Darfur,SD06,Zalingi,SD06138,,, 530 , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Darfur,SD06,Wasat Jabal Marrah,SD06139,,, -   , Refugees ,," 3,229 "," 7,053 "," 5,921 "," 1,724 "," 3,140 "," 2,185 "," 1,707 "," 1,794 ", 908 ," 13,276 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Abu Jubayhah,SD07088,,," 9,654 ", Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 10,682 ",,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Kordofan,SD07,Talawdi,SD07089,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Kordofan,SD07,Abassiya,SD07090,,, -   , Refugees ,," 12,916 "," 33,851 "," 23,680 "," 4,426 "," 8,970 "," 8,740 "," 3,589 "," 7,176 "," 9,802 "," 32,818 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Um Durein,SD07091,,, -   , Refugees ,, 435 , 951 , 798 , 225 , 423 , 295 , 122 , 242 , -   ," 1,162 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Ar Rashad,SD07093,,, 156 , Refugees ,," 10,785 "," 30,621 "," 19,773 "," 2,172 "," 10,485 "," 7,298 "," 5,694 "," 5,992 ", 471 ," 26,816 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Al Quoz,SD07094,,, 282 , Refugees ,," 5,023 "," 13,164 "," 9,209 "," 1,061 "," 4,883 "," 3,399 "," 2,653 "," 6,976 ", 565 ," 20,571 ", -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Dilling,SD07095,,, 600 , Refugees ,," 24,850 "," 65,126 "," 45,558 "," 8,515 "," 17,257 "," 12,010 "," 6,904 "," 13,805 "," 18,858 "," 102,037 ", -   , -   , -   , -   , -   , -   , 664 ,,, -   , -   ,,,,,,," -11,346 ",,,,,,-100%,-100%,-100%,-100%,-100%,-90%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Heiban,SD07096,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Kordofan,SD07,Ar Reif Ash Shargi,SD07097,,, -   , Refugees ,, 51 , 132 , 79 , 15 , 42 , 29 , 25 , 60 , 8 , 92 , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,-100%,-100%,-100%,-100%,-100%,-100%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Kadugli,SD07098,,," 1,739 ", Refugees ,," 17,559 "," 46,019 "," 32,192 "," 6,017 "," 12,194 "," 8,487 "," 4,879 "," 9,755 "," 17,767 "," 44,616 ", -   , -   , -   , -   , -   , -   ," 1,924 ",,, -   , -   ,,,,,,," -6,563 ",,,,,,-100%,-100%,-100%,-100%,-100%,-80%,,,-100%,-100%,,,,,,,,,,,,,,,
South Kordofan,SD07,Al Buram,SD07099,,, -   , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Kordofan,SD07,Habila - SK,SD07103,,, 237 , Refugees ,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,,, -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
